_id,temperature,humidity,air_quality,noise_level,timestamp,zone,local_timestamp
680cc469352aa37c88923172,33.1,72.1,432,304,2025-04-26T11:32:57.460Z,playground,2025-04-26T17:02:57.460Z
680cc4a7352aa37c88923173,33.2,72.4,433,290,2025-04-26T11:33:59.097Z,playground,2025-04-26T17:03:59.097Z
680cc4e4352aa37c88923174,33.2,72.5,432,298,2025-04-26T11:35:00.737Z,playground,2025-04-26T17:05:00.737Z
680cc522352aa37c88923175,33.2,72.7,432,294,2025-04-26T11:36:02.182Z,playground,2025-04-26T17:06:02.182Z
680cc55f352aa37c88923176,33.2,72.8,448,315,2025-04-26T11:37:03.627Z,playground,2025-04-26T17:07:03.627Z
680cc59d352aa37c88923177,33.2,72.8,449,311,2025-04-26T11:38:05.068Z,playground,2025-04-26T17:08:05.068Z
680cc5da352aa37c88923178,33.2,72.6,447,311,2025-04-26T11:39:06.719Z,playground,2025-04-26T17:09:06.719Z
680cc618352aa37c88923179,33.3,72.5,446,308,2025-04-26T11:40:08.351Z,playground,2025-04-26T17:10:08.351Z
680cc656352aa37c8892317a,33.3,72.4,421,273,2025-04-26T11:41:10.006Z,playground,2025-04-26T17:11:10.006Z
680cc693352aa37c8892317b,33.3,72.5,384,236,2025-04-26T11:42:11.664Z,playground,2025-04-26T17:12:11.664Z
680cc6d1352aa37c8892317c,33.3,72.7,387,230,2025-04-26T11:43:13.313Z,playground,2025-04-26T17:13:13.313Z
680cc70e352aa37c8892317d,33.1,73.3,375,239,2025-04-26T11:44:14.754Z,playground,2025-04-26T17:14:14.754Z
680cc74c352aa37c8892317e,33.1,73.3,383,240,2025-04-26T11:45:16.236Z,playground,2025-04-26T17:15:16.236Z
680cc789352aa37c8892317f,33,73.3,397,235,2025-04-26T11:46:17.635Z,playground,2025-04-26T17:16:17.635Z
680cc7c7352aa37c88923180,32.9,73.1,400,252,2025-04-26T11:47:19.285Z,playground,2025-04-26T17:17:19.285Z
680cc812352aa37c88923181,32.9,73.3,430,279,2025-04-26T11:48:34.123Z,playground,2025-04-26T17:18:34.123Z
680cc873352aa37c88923182,33,73.1,413,266,2025-04-26T11:50:11.059Z,playground,2025-04-26T17:20:11.059Z
680cc8a7352aa37c88923183,32.9,73.3,414,259,2025-04-26T11:51:03.962Z,playground,2025-04-26T17:21:03.962Z
680cc8e5352aa37c88923184,32.9,73.4,407,256,2025-04-26T11:52:05.403Z,playground,2025-04-26T17:22:05.403Z
680cc922352aa37c88923185,32.9,73.6,406,247,2025-04-26T11:53:06.823Z,playground,2025-04-26T17:23:06.823Z
680cc960352aa37c88923186,32.9,73.7,427,247,2025-04-26T11:54:08.466Z,playground,2025-04-26T17:24:08.466Z
680cc99e352aa37c88923187,32.9,73.8,403,260,2025-04-26T11:55:10.119Z,playground,2025-04-26T17:25:10.119Z
680cc9db352aa37c88923188,32.9,73.8,405,246,2025-04-26T11:56:11.756Z,playground,2025-04-26T17:26:11.756Z
680cca19352aa37c88923189,32.9,73.9,400,252,2025-04-26T11:57:13.401Z,playground,2025-04-26T17:27:13.401Z
680cca57352aa37c8892318a,32.9,73.8,395,248,2025-04-26T11:58:15.269Z,playground,2025-04-26T17:28:15.269Z
680cca94352aa37c8892318b,32.9,73.8,395,255,2025-04-26T11:59:16.708Z,playground,2025-04-26T17:29:16.708Z
680ccad2352aa37c8892318c,32.9,73.9,400,248,2025-04-26T12:00:18.367Z,playground,2025-04-26T17:30:18.367Z
680ccb10352aa37c8892318d,33,73.9,396,244,2025-04-26T12:01:20.202Z,playground,2025-04-26T17:31:20.202Z
680ccb4d352aa37c8892318e,33,74,400,256,2025-04-26T12:02:21.853Z,playground,2025-04-26T17:32:21.853Z
680ccb97352aa37c8892318f,32.9,74,395,242,2025-04-26T12:03:35.394Z,playground,2025-04-26T17:33:35.394Z
680ccbf3352aa37c88923190,32.9,74.2,396,246,2025-04-26T12:05:07.907Z,playground,2025-04-26T17:35:07.907Z
680ccc28352aa37c88923191,32.9,74,397,249,2025-04-26T12:06:00.801Z,playground,2025-04-26T17:36:00.801Z
680ccc66352aa37c88923192,32.9,74.1,399,247,2025-04-26T12:07:02.448Z,playground,2025-04-26T17:37:02.448Z
680ccca3352aa37c88923193,32.9,74.1,393,242,2025-04-26T12:08:03.867Z,playground,2025-04-26T17:38:03.867Z
680ccce1352aa37c88923194,32.9,74.1,396,243,2025-04-26T12:09:05.551Z,playground,2025-04-26T17:39:05.551Z
680ccd1f352aa37c88923195,32.8,74,397,246,2025-04-26T12:10:07.160Z,playground,2025-04-26T17:40:07.160Z
680ccd5d352aa37c88923196,32.8,74,398,245,2025-04-26T12:11:09.013Z,playground,2025-04-26T17:41:09.013Z
680ccd9a352aa37c88923197,32.8,74,399,248,2025-04-26T12:12:10.472Z,playground,2025-04-26T17:42:10.472Z
680ccdd8352aa37c88923198,32.9,74.1,400,252,2025-04-26T12:13:12.315Z,playground,2025-04-26T17:43:12.315Z
680cce15352aa37c88923199,32.9,74.2,408,255,2025-04-26T12:14:13.769Z,playground,2025-04-26T17:44:13.769Z
680cce53352aa37c8892319a,32.9,74.1,404,256,2025-04-26T12:15:15.391Z,playground,2025-04-26T17:45:15.391Z
680cce92352aa37c8892319b,32.8,74.2,405,259,2025-04-26T12:16:18.645Z,playground,2025-04-26T17:46:18.645Z
680cced0352aa37c8892319c,32.8,74.2,414,260,2025-04-26T12:17:20.785Z,playground,2025-04-26T17:47:20.785Z
680ccf0d352aa37c8892319d,32.8,74,407,253,2025-04-26T12:18:21.966Z,playground,2025-04-26T17:48:21.966Z
680ccf4b352aa37c8892319e,32.8,74.1,412,246,2025-04-26T12:19:23.618Z,playground,2025-04-26T17:49:23.618Z
680ccf89352aa37c8892319f,32.8,74,415,251,2025-04-26T12:20:25.053Z,playground,2025-04-26T17:50:25.053Z
680ccfc6352aa37c889231a0,32.8,74.1,413,252,2025-04-26T12:21:26.735Z,playground,2025-04-26T17:51:26.735Z
680cd004352aa37c889231a1,32.8,74,378,226,2025-04-26T12:22:28.571Z,playground,2025-04-26T17:52:28.571Z
680cd042352aa37c889231a2,32.8,74,379,223,2025-04-26T12:23:30.412Z,playground,2025-04-26T17:53:30.412Z
680cd080352aa37c889231a3,32.8,74.1,378,217,2025-04-26T12:24:32.270Z,playground,2025-04-26T17:54:32.270Z
680cd0bd352aa37c889231a4,32.8,74.2,371,219,2025-04-26T12:25:33.899Z,playground,2025-04-26T17:55:33.899Z
680cd0fb352aa37c889231a5,32.8,74.1,368,210,2025-04-26T12:26:35.417Z,playground,2025-04-26T17:56:35.417Z
680cd138352aa37c889231a6,32.8,74.2,379,216,2025-04-26T12:27:36.994Z,playground,2025-04-26T17:57:36.994Z
680cd176352aa37c889231a7,32.8,74.2,371,233,2025-04-26T12:28:38.639Z,playground,2025-04-26T17:58:38.639Z
680cd1b4352aa37c889231a8,32.8,74.3,369,214,2025-04-26T12:29:40.506Z,playground,2025-04-26T17:59:40.506Z
680cd1f2352aa37c889231a9,32.8,74.3,371,213,2025-04-26T12:30:42.153Z,playground,2025-04-26T18:00:42.153Z
680cd22f352aa37c889231aa,32.8,74.4,371,219,2025-04-26T12:31:43.799Z,playground,2025-04-26T18:01:43.799Z
680cd26d352aa37c889231ab,32.8,74.4,373,218,2025-04-26T12:32:45.226Z,playground,2025-04-26T18:02:45.226Z
680cd2aa352aa37c889231ac,32.8,74.3,366,198,2025-04-26T12:33:46.871Z,playground,2025-04-26T18:03:46.871Z
680cd2e8352aa37c889231ad,32.8,74.3,363,208,2025-04-26T12:34:48.519Z,playground,2025-04-26T18:04:48.519Z
680cd325352aa37c889231ae,32.8,74.4,365,208,2025-04-26T12:35:49.965Z,playground,2025-04-26T18:05:49.965Z
680cd364352aa37c889231af,32.8,74.4,361,208,2025-04-26T12:36:52.333Z,playground,2025-04-26T18:06:52.333Z
680cd3a2352aa37c889231b0,32.8,74.6,361,207,2025-04-26T12:37:54.087Z,playground,2025-04-26T18:07:54.087Z
680cd3df352aa37c889231b1,32.8,74.6,369,197,2025-04-26T12:38:55.519Z,playground,2025-04-26T18:08:55.519Z
680cd41d352aa37c889231b2,32.8,74.6,361,208,2025-04-26T12:39:57.160Z,playground,2025-04-26T18:09:57.160Z
680cd45a352aa37c889231b3,32.8,74.6,361,209,2025-04-26T12:40:58.861Z,playground,2025-04-26T18:10:58.861Z
680cd498352aa37c889231b4,32.9,74.6,359,205,2025-04-26T12:42:00.453Z,playground,2025-04-26T18:12:00.453Z
680cd4d6352aa37c889231b5,32.9,74.6,366,199,2025-04-26T12:43:02.109Z,playground,2025-04-26T18:13:02.109Z
680cd513352aa37c889231b6,32.8,74.6,366,214,2025-04-26T12:44:03.972Z,playground,2025-04-26T18:14:03.972Z
680cd551352aa37c889231b7,32.8,74.6,365,206,2025-04-26T12:45:05.604Z,playground,2025-04-26T18:15:05.604Z
680cd58f352aa37c889231b8,32.7,74.8,370,204,2025-04-26T12:46:07.044Z,playground,2025-04-26T18:16:07.044Z
680cd5cc352aa37c889231b9,32.7,74.8,358,209,2025-04-26T12:47:08.483Z,playground,2025-04-26T18:17:08.483Z
680cd60a352aa37c889231ba,32.7,74.9,448,272,2025-04-26T12:48:10.149Z,playground,2025-04-26T18:18:10.149Z
680cd647352aa37c889231bb,32.6,75.1,463,329,2025-04-26T12:49:11.768Z,playground,2025-04-26T18:19:11.768Z
680cd688352aa37c889231bc,32.6,75,445,304,2025-04-26T12:50:16.706Z,playground,2025-04-26T18:20:16.706Z
680cd6c6352aa37c889231bd,32.5,75.4,451,304,2025-04-26T12:51:18.148Z,playground,2025-04-26T18:21:18.148Z
680cd703352aa37c889231be,32.5,75.5,449,302,2025-04-26T12:52:19.598Z,playground,2025-04-26T18:22:19.598Z
680cd741352aa37c889231bf,32.6,75.4,447,293,2025-04-26T12:53:21.036Z,playground,2025-04-26T18:23:21.036Z
680cd77e352aa37c889231c0,32.7,75,418,265,2025-04-26T12:54:22.889Z,playground,2025-04-26T18:24:22.889Z
680cd7bc352aa37c889231c1,32.9,74.5,427,271,2025-04-26T12:55:24.738Z,playground,2025-04-26T18:25:24.738Z
680cd7fa352aa37c889231c2,33,74.1,447,296,2025-04-26T12:56:26.162Z,playground,2025-04-26T18:26:26.162Z
680cd837352aa37c889231c3,33.1,73.8,432,275,2025-04-26T12:57:27.813Z,playground,2025-04-26T18:27:27.813Z
680cd875352aa37c889231c4,33.2,73.4,464,313,2025-04-26T12:58:29.258Z,playground,2025-04-26T18:28:29.258Z
680cd8b2352aa37c889231c5,33.2,73.2,459,324,2025-04-26T12:59:30.916Z,playground,2025-04-26T18:29:30.916Z
680cd8f0352aa37c889231c6,33.3,73,450,309,2025-04-26T13:00:32.357Z,playground,2025-04-26T18:30:32.357Z
680cd92e352aa37c889231c7,33.2,72.8,449,308,2025-04-26T13:01:34.002Z,playground,2025-04-26T18:31:34.002Z
680cd96b352aa37c889231c8,33.2,72.8,448,294,2025-04-26T13:02:35.462Z,playground,2025-04-26T18:32:35.462Z
680cd9a9352aa37c889231c9,33.2,72.6,448,295,2025-04-26T13:03:37.072Z,playground,2025-04-26T18:33:37.072Z
680cd9e6352aa37c889231ca,33.2,72.7,448,295,2025-04-26T13:04:38.737Z,playground,2025-04-26T18:34:38.737Z
680cda24352aa37c889231cb,33.1,72.6,433,290,2025-04-26T13:05:40.371Z,playground,2025-04-26T18:35:40.371Z
680cda62352aa37c889231cc,33,72.8,435,283,2025-04-26T13:06:42.456Z,playground,2025-04-26T18:36:42.456Z
680cdaa0352aa37c889231cd,33,72.9,441,298,2025-04-26T13:07:44.065Z,playground,2025-04-26T18:37:44.065Z
680cdadd352aa37c889231ce,32.9,73,462,304,2025-04-26T13:08:45.531Z,playground,2025-04-26T18:38:45.531Z
680cdb1b352aa37c889231cf,32.9,73.1,453,302,2025-04-26T13:09:47.170Z,playground,2025-04-26T18:39:47.170Z
680cdb58352aa37c889231d0,32.8,73.3,442,304,2025-04-26T13:10:48.601Z,playground,2025-04-26T18:40:48.601Z
680cdb96352aa37c889231d1,32.8,73.4,462,310,2025-04-26T13:11:50.263Z,playground,2025-04-26T18:41:50.263Z
680cdbd3352aa37c889231d2,32.8,73.5,448,294,2025-04-26T13:12:51.689Z,playground,2025-04-26T18:42:51.689Z
680cdc11352aa37c889231d3,32.8,73.5,447,305,2025-04-26T13:13:53.545Z,playground,2025-04-26T18:43:53.545Z
680cdc4f352aa37c889231d4,32.8,73.5,447,297,2025-04-26T13:14:55.193Z,playground,2025-04-26T18:44:55.193Z
680cdc8c352aa37c889231d5,32.9,73.5,438,293,2025-04-26T13:15:56.627Z,playground,2025-04-26T18:45:56.627Z
680cdcca352aa37c889231d6,32.9,73.2,442,291,2025-04-26T13:16:58.284Z,playground,2025-04-26T18:46:58.284Z
680cdd07352aa37c889231d7,32.9,73,445,291,2025-04-26T13:17:59.730Z,playground,2025-04-26T18:47:59.730Z
680cdd45352aa37c889231d8,32.9,73,443,288,2025-04-26T13:19:01.407Z,playground,2025-04-26T18:49:01.407Z
680cdd82352aa37c889231d9,33,73,431,289,2025-04-26T13:20:02.802Z,playground,2025-04-26T18:50:02.802Z
680cddc0352aa37c889231da,32.9,72.8,442,295,2025-04-26T13:21:04.254Z,playground,2025-04-26T18:51:04.254Z
680cddfd352aa37c889231db,33,72.8,445,301,2025-04-26T13:22:05.872Z,playground,2025-04-26T18:52:05.872Z
680cde3b352aa37c889231dc,33,72.8,443,290,2025-04-26T13:23:07.571Z,playground,2025-04-26T18:53:07.571Z
680cde79352aa37c889231dd,33,72.8,448,290,2025-04-26T13:24:09.191Z,playground,2025-04-26T18:54:09.191Z
680cdeb6352aa37c889231de,33,72.7,444,287,2025-04-26T13:25:10.840Z,playground,2025-04-26T18:55:10.840Z
680cdef4352aa37c889231df,32.9,72.7,421,280,2025-04-26T13:26:12.272Z,playground,2025-04-26T18:56:12.272Z
680cdf32352aa37c889231e0,32.9,72.7,430,283,2025-04-26T13:27:14.134Z,playground,2025-04-26T18:57:14.134Z
680cdf6f352aa37c889231e1,32.8,72.9,431,275,2025-04-26T13:28:15.580Z,playground,2025-04-26T18:58:15.580Z
680cdfad352aa37c889231e2,32.9,73,433,275,2025-04-26T13:29:17.431Z,playground,2025-04-26T18:59:17.431Z
680cdfea352aa37c889231e3,32.8,73,432,273,2025-04-26T13:30:18.860Z,playground,2025-04-26T19:00:18.860Z
680ce028352aa37c889231e4,32.8,73.1,427,279,2025-04-26T13:31:20.503Z,playground,2025-04-26T19:01:20.503Z
680ce065352aa37c889231e5,32.8,73.2,430,283,2025-04-26T13:32:21.958Z,playground,2025-04-26T19:02:21.958Z
680ce0a3352aa37c889231e6,32.8,73.1,432,273,2025-04-26T13:33:23.609Z,playground,2025-04-26T19:03:23.609Z
680ce0e1352aa37c889231e7,32.8,73,423,270,2025-04-26T13:34:25.261Z,playground,2025-04-26T19:04:25.261Z
680ce11e352aa37c889231e8,32.8,73.1,432,272,2025-04-26T13:35:26.889Z,playground,2025-04-26T19:05:26.889Z
680ce15c352aa37c889231e9,32.8,73,421,271,2025-04-26T13:36:28.546Z,playground,2025-04-26T19:06:28.546Z
680ce19a352aa37c889231ea,32.8,73,425,272,2025-04-26T13:37:30.173Z,playground,2025-04-26T19:07:30.173Z
680ce1d7352aa37c889231eb,32.8,73.1,427,271,2025-04-26T13:38:31.629Z,playground,2025-04-26T19:08:31.629Z
680ce215352aa37c889231ec,32.8,73.2,432,267,2025-04-26T13:39:33.470Z,playground,2025-04-26T19:09:33.470Z
680ce252352aa37c889231ed,32.8,73.2,429,269,2025-04-26T13:40:34.932Z,playground,2025-04-26T19:10:34.932Z
680ce290352aa37c889231ee,32.8,73.3,421,272,2025-04-26T13:41:36.569Z,playground,2025-04-26T19:11:36.569Z
680ce2ce352aa37c889231ef,32.8,73.2,420,264,2025-04-26T13:42:38.227Z,playground,2025-04-26T19:12:38.227Z
680ce30b352aa37c889231f0,32.8,73.3,421,272,2025-04-26T13:43:39.855Z,playground,2025-04-26T19:13:39.855Z
680ce349352aa37c889231f1,32.7,73.3,425,266,2025-04-26T13:44:41.507Z,playground,2025-04-26T19:14:41.507Z
680ce386352aa37c889231f2,32.7,73.3,419,272,2025-04-26T13:45:42.950Z,playground,2025-04-26T19:15:42.950Z
680ce3c4352aa37c889231f3,32.8,73.4,431,271,2025-04-26T13:46:44.586Z,playground,2025-04-26T19:16:44.586Z
680ce402352aa37c889231f4,32.8,73.4,432,271,2025-04-26T13:47:46.332Z,playground,2025-04-26T19:17:46.332Z
680ce440352aa37c889231f5,32.8,73.4,423,269,2025-04-26T13:48:48.099Z,playground,2025-04-26T19:18:48.099Z
680ce47d352aa37c889231f6,32.7,73.6,432,268,2025-04-26T13:49:49.735Z,playground,2025-04-26T19:19:49.735Z
680ce4bb352aa37c889231f7,32.7,73.7,421,272,2025-04-26T13:50:51.575Z,playground,2025-04-26T19:20:51.575Z
680ce4f9352aa37c889231f8,32.6,73.8,427,272,2025-04-26T13:51:53.602Z,playground,2025-04-26T19:21:53.602Z
680ce537352aa37c889231f9,32.6,73.8,415,272,2025-04-26T13:52:55.384Z,playground,2025-04-26T19:22:55.384Z
680ce574352aa37c889231fa,32.6,73.8,423,271,2025-04-26T13:53:56.731Z,playground,2025-04-26T19:23:56.731Z
680ce5b2352aa37c889231fb,32.6,73.8,429,271,2025-04-26T13:54:58.850Z,playground,2025-04-26T19:24:58.850Z
680ce5f0352aa37c889231fc,32.6,73.8,432,267,2025-04-26T13:56:00.651Z,playground,2025-04-26T19:26:00.651Z
680ce62e352aa37c889231fd,32.7,73.7,427,270,2025-04-26T13:57:02.303Z,playground,2025-04-26T19:27:02.303Z
