local_timestamp,temperature,humidity,air_quality,noise_level,temperature_anomaly,humidity_anomaly,air_quality_anomaly,noise_level_anomaly
2025-04-29 12:54:49.494000+00:00,33.3,71.7,122,74,False,False,True,False
2025-04-29 13:05:02.177000+00:00,33.1,70.5,155,77,False,True,False,False
2025-04-29 13:06:03.317000+00:00,33.0,70.1,140,70,False,True,False,False
2025-04-29 13:55:45.518000+00:00,33.2,70.4,272,77,False,False,True,False
2025-04-29 13:58:54.964000+00:00,33.5,69.4,208,75,True,True,False,False
2025-04-29 13:59:56.306000+00:00,33.7,69.0,199,70,True,True,False,False
2025-04-29 14:35:46.074000+00:00,34.9,66.3,107,66,False,False,True,False
2025-04-29 14:36:47.202000+00:00,34.6,67.8,114,74,False,True,False,False
2025-04-29 14:37:48.337000+00:00,34.3,69.2,112,67,True,True,False,False
2025-04-29 14:38:49.798000+00:00,34.0,70.3,111,69,True,True,False,False
2025-04-29 14:59:11.950000+00:00,33.0,71.6,165,48,True,False,False,False
2025-04-29 15:00:13.288000+00:00,32.9,72.3,143,56,False,True,False,False
2025-04-29 15:09:24.632000+00:00,33.3,71.4,149,38,False,False,False,True
2025-04-29 15:16:33.606000+00:00,33.2,72.0,98,59,False,False,True,False
2025-04-29 15:18:36.079000+00:00,32.6,73.6,132,60,False,True,False,False
2025-04-29 15:29:49.581000+00:00,32.3,75.6,193,43,False,False,False,True
2025-04-29 16:04:32.070000+00:00,32.2,76.2,240,60,False,False,True,False
2025-04-29 16:05:33.307000+00:00,32.1,77.0,272,122,False,False,True,True
2025-04-29 17:14:58.842000+00:00,32.9,73.2,188,80,True,False,False,False
2025-04-29 17:23:08.389000+00:00,32.7,73.4,219,134,False,False,True,True
2025-04-29 17:24:09.517000+00:00,32.7,75.4,112,0,False,True,True,True
2025-04-29 17:42:32.437000+00:00,33.4,71.5,228,143,False,False,False,True
2025-04-29 19:15:26.349000+00:00,33.6,72.3,272,135,False,True,False,False
2025-04-29 19:20:33.262000+00:00,33.6,72.7,289,142,False,False,True,False
2025-04-29 19:22:37.523000+00:00,32.9,75.3,293,137,True,True,False,False
2025-04-29 19:23:42.139000+00:00,32.4,77.0,304,137,True,True,True,False
2025-04-29 19:59:24.034000+00:00,31.9,78.6,265,132,True,True,False,False
2025-04-29 20:00:25.300000+00:00,32.0,78.3,277,122,True,True,False,False
2025-04-29 20:01:26.548000+00:00,32.0,78.0,282,123,False,True,False,False
2025-04-29 20:09:36.444000+00:00,31.9,78.2,249,121,False,False,True,False
2025-04-29 20:21:53.647000+00:00,31.5,78.2,267,126,True,False,False,False
2025-04-29 22:06:07.055000+00:00,31.0,81.3,185,171,False,True,True,True
2025-04-29 22:06:45.626000+00:00,31.0,81.4,422,215,False,False,True,True
2025-04-29 23:01:51.858000+00:00,30.5,81.8,304,155,True,False,False,False
2025-04-29 23:22:16.197000+00:00,31.8,76.4,329,171,False,False,True,False
2025-04-29 23:23:17.333000+00:00,31.8,76.2,340,176,False,False,True,False
2025-04-29 23:53:54.247000+00:00,31.0,76.5,314,160,False,False,False,True
2025-04-30 00:00:01.680000+00:00,31.0,76.7,371,180,False,False,True,False
2025-04-30 00:01:02.817000+00:00,31.0,76.6,426,179,False,False,True,False
2025-04-30 00:05:07.972000+00:00,31.3,75.7,400,179,False,True,False,False
2025-04-30 00:11:15.601000+00:00,31.5,74.9,483,418,False,False,False,True
2025-04-30 00:12:16.933000+00:00,31.5,74.7,477,406,False,False,False,True
2025-04-30 00:13:18.183000+00:00,31.6,75.1,477,400,False,False,False,True
2025-04-30 00:14:19.725000+00:00,31.7,75.1,478,400,False,False,False,True
2025-04-30 00:15:20.850000+00:00,31.8,74.8,484,402,False,False,False,True
2025-04-30 00:16:22.092000+00:00,31.9,74.4,493,402,False,False,False,True
2025-04-30 00:17:23.223000+00:00,31.9,74.2,497,401,False,False,False,True
2025-04-30 00:18:24.570000+00:00,31.9,74.0,482,404,False,False,False,True
2025-04-30 00:19:25.903000+00:00,32.0,73.9,474,400,False,False,False,True
2025-04-30 00:20:27.246000+00:00,32.0,73.9,486,399,False,False,False,True
2025-04-30 00:21:28.380000+00:00,32.0,73.9,477,398,False,False,False,True
2025-04-30 00:22:29.515000+00:00,32.0,74.0,474,441,False,False,False,True
2025-04-30 00:26:34.371000+00:00,32.0,73.9,461,394,False,False,False,True
2025-04-30 00:28:36.735000+00:00,32.0,73.9,475,410,False,False,False,True
2025-04-30 00:29:37.870000+00:00,32.0,73.7,483,403,False,False,False,True
2025-04-30 00:31:40.757000+00:00,32.0,73.9,473,400,False,False,False,True
2025-04-30 00:32:41.989000+00:00,32.0,73.8,470,400,False,False,False,True
2025-04-30 00:33:43.330000+00:00,32.0,73.8,475,400,False,False,False,True
2025-04-30 00:35:45.907000+00:00,32.0,73.7,490,400,False,False,False,True
2025-04-30 00:36:47.146000+00:00,32.0,73.6,490,403,False,False,False,True
2025-04-30 00:37:48.489000+00:00,32.0,73.6,482,397,False,False,False,True
2025-04-30 00:38:50.028000+00:00,32.0,73.5,479,400,False,False,False,True
2025-04-30 00:43:56.136000+00:00,31.9,73.5,475,383,True,False,False,False
2025-04-30 00:45:58.381000+00:00,31.8,73.7,487,389,True,False,False,False
2025-04-30 00:49:02.608000+00:00,31.7,74.1,485,398,False,False,False,True
2025-04-30 00:55:10.136000+00:00,31.6,74.5,481,399,False,False,False,True
2025-04-30 01:47:13.958000+00:00,32.0,73.3,378,307,True,False,False,False
2025-04-30 01:50:17.983000+00:00,32.0,73.9,374,304,False,True,False,False
2025-04-30 01:51:19.217000+00:00,31.9,74.3,383,304,False,True,False,False
2025-04-30 01:58:27.689000+00:00,31.9,74.2,400,306,False,False,True,False
2025-04-30 02:01:31.395000+00:00,31.8,74.3,432,305,False,False,True,False
2025-04-30 02:40:18.930000+00:00,31.8,74.2,384,297,False,False,False,True
2025-04-30 02:54:36.252000+00:00,31.7,74.6,451,322,False,False,True,True
2025-04-30 04:04:18.316000+00:00,31.4,74.5,385,310,False,False,False,True
2025-04-30 04:29:49.659000+00:00,31.3,74.5,391,304,True,False,False,False
2025-04-30 04:33:54.613000+00:00,31.4,74.3,393,298,False,False,False,True
2025-04-30 04:48:11.634000+00:00,31.4,74.4,422,302,False,False,True,False
2025-04-30 05:06:34.212000+00:00,31.3,74.2,402,304,True,False,False,False
2025-04-30 05:13:42.971000+00:00,31.4,74.2,389,289,False,False,False,True
2025-04-30 05:52:30.403000+00:00,31.0,75.4,417,307,False,False,True,False
2025-04-30 06:07:48.976000+00:00,31.3,74.4,454,303,False,False,True,False
2025-04-30 06:38:26.616000+00:00,31.9,73.0,402,327,False,False,False,True
2025-04-30 06:47:38.053000+00:00,31.9,73.0,384,304,False,False,True,False
2025-04-30 06:51:43.101000+00:00,31.8,73.4,474,318,False,False,True,False
2025-04-30 06:52:44.443000+00:00,31.8,73.8,526,314,False,False,True,False
2025-04-30 06:54:46.920000+00:00,31.4,74.9,527,320,True,True,False,False
2025-04-30 06:55:48.154000+00:00,31.1,76.0,525,320,True,True,False,False
2025-04-30 06:56:49.597000+00:00,30.8,76.6,543,321,True,False,False,False
2025-04-30 07:12:08.463000+00:00,30.4,78.7,558,408,False,False,True,True
2025-04-30 07:13:09.803000+00:00,30.2,79.1,543,401,False,False,False,True
2025-04-30 07:14:11.050000+00:00,30.1,79.5,551,416,False,False,True,True
2025-04-30 07:15:12.483000+00:00,30.0,79.9,545,415,False,False,True,True
2025-04-30 07:16:13.729000+00:00,30.0,80.2,557,431,False,False,True,True
2025-04-30 07:17:14.965000+00:00,30.0,80.3,560,432,False,False,True,True
2025-04-30 07:18:16.193000+00:00,30.0,80.4,559,430,False,False,True,True
2025-04-30 07:19:17.338000+00:00,30.0,80.4,547,416,False,False,True,True
2025-04-30 07:20:18.470000+00:00,30.0,80.4,542,414,False,False,False,True
2025-04-30 07:21:19.605000+00:00,30.0,80.5,547,418,False,False,True,True
2025-04-30 07:22:21.047000+00:00,30.0,80.6,543,414,False,False,False,True
2025-04-30 07:23:22.384000+00:00,30.1,80.6,529,398,False,False,False,True
2025-04-30 07:24:23.623000+00:00,30.1,80.5,533,400,False,False,False,True
2025-04-30 07:54:59.592000+00:00,29.9,82.3,423,313,False,True,False,False
2025-04-30 07:56:00.761000+00:00,29.7,83.3,317,179,True,True,True,True
2025-04-30 07:57:02.102000+00:00,29.6,83.8,287,133,False,False,True,True
2025-04-30 08:51:47.421000+00:00,30.3,83.6,297,177,False,True,False,False
2025-04-30 08:54:12.932000+00:00,30.3,83.0,295,177,False,True,False,False
2025-04-30 09:09:43.915000+00:00,30.5,82.2,312,197,False,False,False,True
2025-04-30 10:01:47.331000+00:00,30.6,81.4,319,222,False,False,False,True
2025-04-30 10:10:58.639000+00:00,30.4,81.2,362,237,False,False,True,False
2025-04-30 11:14:28.169000+00:00,30.7,82.2,386,273,True,False,False,False
2025-04-30 11:30:48.564000+00:00,30.4,82.8,391,285,True,False,False,False
2025-04-30 11:31:49.800000+00:00,30.3,83.1,394,292,True,False,False,False
2025-04-30 11:34:53.518000+00:00,30.1,84.1,343,208,False,False,True,True
2025-04-30 12:01:26.406000+00:00,30.5,82.9,358,221,False,True,False,False
2025-04-30 12:02:27.765000+00:00,30.3,83.9,356,219,True,True,False,False
2025-04-30 12:03:28.881000+00:00,30.1,84.5,348,217,True,True,False,False
2025-04-30 12:37:09.216000+00:00,29.8,87.5,410,264,True,False,True,True
2025-04-30 12:38:10.543000+00:00,29.9,87.8,406,272,False,False,False,True
2025-04-30 12:39:11.903000+00:00,30.0,87.4,415,273,True,False,False,False
2025-04-30 12:40:13.229000+00:00,30.1,87.1,425,286,True,False,False,False
2025-04-30 12:41:14.462000+00:00,30.2,87.0,446,304,True,False,False,False
2025-04-30 12:48:26.092000+00:00,30.3,85.6,507,387,False,False,False,True
2025-04-30 12:49:27.253000+00:00,30.3,85.7,536,405,False,False,False,True
2025-04-30 12:50:33.179000+00:00,30.3,85.7,538,401,False,False,False,True
2025-04-30 12:51:34.312000+00:00,30.4,85.8,536,402,False,False,False,True
2025-04-30 12:52:35.649000+00:00,30.4,85.6,545,402,False,False,True,True
2025-04-30 12:53:16.578000+00:00,30.4,85.6,545,402,False,False,True,True
2025-04-30 12:53:37.090000+00:00,30.4,85.7,349,147,False,False,True,True
2025-04-30 14:18:22.172000+00:00,30.3,81.5,255,116,False,False,True,True
2025-04-30 14:19:23.308000+00:00,30.4,81.6,245,121,False,False,False,True
2025-04-30 14:38:47.325000+00:00,30.0,79.5,243,123,True,False,False,False
2025-04-30 15:18:35.080000+00:00,30.1,80.6,251,132,True,False,False,False
2025-04-30 15:19:36.212000+00:00,30.0,80.7,257,131,True,False,False,False
2025-04-30 16:31:04.782000+00:00,30.4,83.4,256,114,True,False,False,False
2025-04-30 16:38:13.239000+00:00,30.6,82.6,253,111,False,True,False,False
2025-04-30 16:39:14.382000+00:00,30.7,82.2,253,108,False,True,False,False
2025-04-30 17:09:52.524000+00:00,30.0,84.6,266,141,False,False,True,True
2025-04-30 17:11:54.817000+00:00,30.0,84.8,273,167,False,False,False,True
2025-04-30 17:32:19.643000+00:00,29.6,85.9,323,185,True,True,False,False
2025-04-30 17:33:20.885000+00:00,29.5,86.5,317,192,False,True,False,False
2025-04-30 19:32:47.203000+00:00,30.1,83.5,282,123,True,False,False,False
2025-04-30 19:37:53.600000+00:00,29.7,84.9,272,126,True,True,False,False
2025-04-30 19:48:06.486000+00:00,29.6,85.4,295,146,False,False,False,True
2025-04-30 20:16:45.688000+00:00,29.6,84.7,339,190,False,False,True,True
2025-04-30 20:17:48.813000+00:00,29.6,84.6,345,189,False,False,True,False
2025-04-30 20:30:58.965000+00:00,29.5,84.9,354,196,False,False,False,True
2025-04-30 20:42:13.192000+00:00,29.4,85.0,507,381,False,False,True,True
2025-04-30 20:43:14.332000+00:00,29.4,85.2,447,297,False,True,False,False
2025-04-30 20:45:18.140000+00:00,29.5,84.8,557,450,False,False,True,True
2025-04-30 20:45:50.426000+00:00,29.5,84.8,557,450,False,False,True,True
2025-04-30 20:46:22.100000+00:00,29.4,84.9,410,261,False,False,False,True
2025-04-30 20:56:29.187000+00:00,29.5,84.7,383,254,False,False,True,False
2025-04-30 20:58:31.453000+00:00,29.4,85.0,417,249,True,False,False,False
2025-04-30 21:02:42.189000+00:00,29.6,84.6,352,201,False,False,False,True
2025-04-30 21:08:43.211000+00:00,29.2,85.8,363,191,False,True,False,False
2025-04-30 21:24:01.980000+00:00,29.4,84.8,349,205,False,False,False,True
2025-04-30 21:39:21.790000+00:00,29.3,85.1,378,205,False,False,True,False
2025-04-30 21:40:24.863000+00:00,29.2,85.2,377,204,True,False,False,False
2025-04-30 22:06:54.174000+00:00,29.2,85.7,369,212,True,False,False,False
2025-04-30 22:09:57.870000+00:00,29.1,85.9,358,208,False,False,True,False
2025-04-30 22:29:22.530000+00:00,28.9,86.2,345,209,True,False,False,False
2025-04-30 22:30:25.697000+00:00,28.8,86.3,338,211,True,False,False,False
2025-04-30 22:44:39.896000+00:00,28.8,86.6,355,211,True,True,False,False
2025-04-30 22:45:51.771000+00:00,28.8,86.9,358,213,False,True,False,False
2025-04-30 22:53:57.558000+00:00,28.8,86.8,368,224,False,False,False,True
2025-04-30 22:58:55.632000+00:00,28.7,86.7,347,205,True,False,False,False
2025-05-01 00:04:16.278000+00:00,28.7,86.5,320,181,False,False,False,True
2025-05-01 01:32:06.372000+00:00,28.5,85.5,263,157,False,True,False,False
2025-05-01 02:43:32.387000+00:00,28.5,85.7,269,152,True,False,False,False
2025-05-01 04:43:59.145000+00:00,28.3,86.4,253,155,True,False,False,False
2025-05-01 04:52:09.761000+00:00,28.4,86.4,273,153,False,False,True,False
2025-05-01 05:05:25.946000+00:00,28.4,86.2,304,151,False,False,True,False
2025-05-01 05:06:27.182000+00:00,28.5,86.2,353,193,False,False,True,True
2025-05-01 05:07:28.319000+00:00,28.5,86.2,368,198,False,False,False,True
2025-05-01 05:08:29.581000+00:00,28.5,84.8,384,209,False,True,False,False
2025-05-01 05:09:33.563000+00:00,28.6,84.2,387,221,False,True,False,False
2025-05-01 05:34:31.525000+00:00,28.7,84.9,400,265,True,False,False,False
2025-05-01 05:50:52.761000+00:00,28.6,84.9,386,253,False,False,False,True
2025-05-01 05:51:54.001000+00:00,28.5,85.2,374,258,False,False,True,False
2025-05-01 05:52:55.180000+00:00,28.4,85.5,375,261,True,True,False,False
2025-05-01 05:53:56.368000+00:00,28.4,85.8,384,256,False,True,False,False
2025-05-01 06:32:43.594000+00:00,28.1,88.3,398,329,True,True,False,False
2025-05-01 07:08:28.032000+00:00,28.3,86.8,380,292,False,False,False,True
2025-05-01 07:44:00.078000+00:00,28.4,87.0,382,288,True,False,False,False
2025-05-01 07:45:01.313000+00:00,28.5,86.7,379,286,True,False,False,False
2025-05-01 08:22:59.187000+00:00,28.6,87.2,355,272,False,True,False,False
2025-05-01 08:24:00.627000+00:00,28.7,87.1,355,262,False,False,False,True
2025-05-01 08:49:30.541000+00:00,28.9,87.4,350,249,False,False,False,True
2025-05-01 09:11:57.567000+00:00,29.3,87.9,352,249,False,False,False,True
2025-05-01 09:21:08.600000+00:00,29.2,87.4,272,170,False,False,True,True
2025-05-01 09:54:48.308000+00:00,30.2,84.0,272,170,False,True,False,False
